"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1973","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","19.9","","","","1"
"1974","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","21.2","","","","1"
"1975","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","23.8","","","","1"
"1976","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","25.3","","","","1"
"1977","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","26.8","","","","1"
"1978","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","28.6","","","","1"
"1979","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","30.8","","","","1"
"1980","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","34.5","","","","1"
"1981","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","38.9","","","","1"
"1982","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","45.0","","","","1"
"1983","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","49.5","","","","1"
"1984","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","52.8","","","","1"
"1985","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","55.5","","","","1"
"1986","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","60.4","","","","1"
"1987","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","63.7","","","","1"
"1988","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","68.1","","","","1"
"1989","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","71.2","","","","1"
"1990","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","75.1","","","","1"
"1991","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","80.8","","","","1"
"1992","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","84.0","","","","1"
"1993","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","85.7","","","","1"
"1994","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","85.9","","","","1"
"1995","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","87.0","","","","1"
"1996","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","88.8","","","","1"
"1997","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","90.3","","","","1"
"1998","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","91.9","","","","1"
"1999","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","93.4","","","","1"
"2000","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","95.2","","","","1"
"2001","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","97.5","","","","1"
"2002","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","100.0","","","","1"
"2003","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","102.1","","","","1"
"2004","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","104.9","","","","1"
"2005","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","107.0","","","","1"
"2006","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","108.4","","","","1"
"2007","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","110.4","","","","1"
"2008","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","111.8","","","","1"
"2009","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","114.2","","","","1"
"2010","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","114.8","","","","1"
"2011","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","115.2","","","","1"
"2012","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","116.9","","","","1"
"2013","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","118.9","","","","1"
"2014","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","119.9","","","","1"
"2015","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","122.7","","","","1"
"2016","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","124.7","","","","1"
"2017","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","126.4","","","","1"
"2018","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","129.0","","","","1"
"2019","Canada","2016A000011124","Alcoholic beverages","2002=100","17","units","0","v41693505","2.257","130.7","","","","1"
"1970","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","8.7","","","","1"
"1971","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","8.8","","","","1"
"1972","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","9.1","","","","1"
"1973","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","9.4","","","","1"
"1974","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","9.8","","","","1"
"1975","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","11.0","","","","1"
"1976","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","11.9","","","","1"
"1977","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","12.9","","","","1"
"1978","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","14.1","","","","1"
"1979","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","14.9","","","","1"
"1980","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","16.4","","","","1"
"1981","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","18.6","","","","1"
"1982","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","21.5","","","","1"
"1983","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","25.2","","","","1"
"1984","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","28.2","","","","1"
"1985","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","33.1","","","","1"
"1986","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","38.8","","","","1"
"1987","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","42.1","","","","1"
"1988","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","45.5","","","","1"
"1989","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","53.6","","","","1"
"1990","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","61.2","","","","1"
"1991","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","80.6","","","","1"
"1992","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","87.4","","","","1"
"1993","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","88.4","","","","1"
"1994","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","56.3","","","","1"
"1995","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","54.7","","","","1"
"1996","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","55.7","","","","1"
"1997","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","59.0","","","","1"
"1998","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","62.5","","","","1"
"1999","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","64.0","","","","1"
"2000","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","67.1","","","","1"
"2001","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","75.9","","","","1"
"2002","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","100.0","","","","1"
"2003","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","116.2","","","","1"
"2004","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","124.9","","","","1"
"2005","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","129.0","","","","1"
"2006","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","132.6","","","","1"
"2007","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","138.4","","","","1"
"2008","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","141.2","","","","1"
"2009","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","145.5","","","","1"
"2010","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","150.4","","","","1"
"2011","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","156.0","","","","1"
"2012","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","158.1","","","","1"
"2013","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","162.3","","","","1"
"2014","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","177.1","","","","1"
"2015","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","187.0","","","","1"
"2016","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","196.8","","","","1"
"2017","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","206.2","","","","1"
"2018","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","222.9","","","","1"
"2019","Canada","2016A000011124","Tobacco products and smokers' supplies","2002=100","17","units","0","v41693514","2.266","232.3","","","","1"


